evento,driver,codice,prob_mercato,volume,data
Belgian Grand Prix: Driver Fastest Lap,Alexander Albon,ALB,0.011,83.005,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Gabriel Bortoleto,BOR,0.011,124.005,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Esteban Ocon,OCO,0.011,84.007,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Nico Hulkenberg,HUL,0.011,83.005,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Oliver Bearman,BEA,0.011,83.005,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Arvid Lindblad,LIN,0.011,78,2026-06-20
F1 Drivers' Champion,Oscar Piastri,PIA,0.0105,6001705.25587402,2025-12-09
Belgian Grand Prix: Driver Winner,Oscar Piastri,PIA,0.0105,11051.359028,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Franco Colapinto,COL,0.0105,102.18,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Valtteri Bottas,BOT,0.0105,105.82000000000001,2026-06-20
Hungarian Grand Prix: Constructor Pole Position,Cadillac,,0.0105,58.72,2026-06-27
Belgian Grand Prix: Driver Fastest Lap,Fernando Alonso,ALO,0.0095,98.53999999999999,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Sergio Perez,PER,0.0095,122.36102399999999,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Carlos Sainz Jr.,SAI,0.009,78,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Liam Lawson,LAW,0.009,78,2026-06-20
Belgian Grand Prix: Driver Fastest Lap,Lance Stroll,STR,0.009,105.82000000000001,2026-06-20
Belgian Grand Prix: Driver Podium Finish,Gabriel Bortoleto,BOR,0.009,122.72205,2026-06-20
Belgian Grand Prix: Driver Podium Finish,Esteban Ocon,OCO,0.0075,117.6194,2026-06-20
F1 Constructors' Champion,Red Bull Racing,,0.0065,754174.0168919979,2025-12-09
Belgian Grand Prix: Which Constructor Scores 1st?,Alpine,,0.006,50,2026-06-20
Belgian Grand Prix: Which Constructor Scores 1st?,Racing Bulls,,0.006,50,2026-06-20
Belgian Grand Prix: Driver Podium Finish,Franco Colapinto,COL,0.006,91.71000000000001,2026-06-20
Belgian Grand Prix: Driver Podium Finish,Valtteri Bottas,BOT,0.006,113.7751,2026-06-20
Belgian Grand Prix: Which Constructor Scores 1st?,Audi Revolut,,0.0055,58.72,2026-06-20
Belgian Grand Prix: Which Constructor Scores 1st?,Tgr Haas,,0.0055,58.72,2026-06-20
Belgian Grand Prix: Driver Podium Finish,Alexander Albon,ALB,0.0055,130.1371,2026-06-20
Belgian Grand Prix: Driver Podium Finish,Nico Hulkenberg,HUL,0.0055,115.533409,2026-06-20
Hungarian Grand Prix: Which Constructor Scores 1st?,Aston Martin,,0.0055,58.6739,2026-06-27
Hungarian Grand Prix: Which Constructor Scores 1st?,Cadillac,,0.0055,58.6739,2026-06-27
Hungarian Grand Prix: Which Constructor Scores 1st?,Tgr Haas,,0.0055,58.6739,2026-06-27
Belgian Grand Prix: Driver Podium Finish,Fernando Alonso,ALO,0.005,215.453324,2026-06-20
Belgian Grand Prix: Driver Podium Finish,Sergio Perez,PER,0.005,209.5423,2026-06-20
Belgian Grand Prix: Which Constructor Scores 1st?,Aston Martin,,0.0045,238.72,2026-06-20
Belgian Grand Prix: Which Constructor Scores 1st?,Williams,,0.0045,238.72,2026-06-20
Hungarian Grand Prix: Driver Winner,Isack Hadjar,HAD,0.0045,1426.5033320000002,2026-06-27
F1 Constructors' Champion,Racing Bulls,,0.0035,3100932.4933788753,2025-12-09
Belgian Grand Prix: Driver Winner,Isack Hadjar,HAD,0.0025,7619.814469,2026-06-20
Belgian Grand Prix: Which Constructor Scores 1st?,Cadillac,,0.0025,158.72,2026-06-20
F1 Drivers' Champion,Esteban Ocon,OCO,0.0015,9363638.73302741,2025-12-09
F1 Constructors' Champion,Williams,,0.0015,3789444.562617894,2025-12-09
F1 Constructors' Champion,Aston Martin,,0.0015,3129659.558286933,2025-12-09
F1 Constructors' Champion,Haas,,0.0015,3305476.7382109277,2025-12-09
F1 Constructors' Champion,Audi,,0.0015,3226174.5140269683,2025-12-09
F1 Constructors' Champion,Alpine,,0.0015,3335372.5840129605,2025-12-09
F1 Constructors' Champion,Cadillac,,0.0015,3702018.104052827,2025-12-09
Belgian Grand Prix: Driver Pole Position,Max Verstappen,VER,0.0015,26302.069846,2026-06-20
Belgian Grand Prix: Driver Podium Finish,Carlos Sainz Jr.,SAI,0.0015,99.26415300000001,2026-06-20
Belgian Grand Prix: Driver Podium Finish,Lance Stroll,STR,0.0015,312.29040000000003,2026-06-20
Belgian Grand Prix: Driver Pole Position,Lando Norris,NOR,0.001,13196.215221000006,2026-06-20
F1 Drivers' Champion,Isack Hadjar,HAD,0.0005,9355573.853225276,2025-12-09
F1 Drivers' Champion,Fernando Alonso,ALO,0.0005,9074312.817374565,2025-12-09
F1 Drivers' Champion,Lance Stroll,STR,0.0005,11676477.885504644,2025-12-09
